,hospital_name,specialties,address,city_area
6142,The clinic of Dr. Jalal Abu Al -Najah,"General General Surgery, Breast Oncology Surgery, belly surgery, digestive system surgery and adult perspectives, adult tumors surgery, colon tumor surgery, stomach tumors surgery, obesity and slimming surgery, general surgery, Alexandria, Bolkli",Bolkley: 5 Abdel Salam Aref St.- Gift Station,Alexandria - Bolkli
6143,Yasser Smile Smile Clinic Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, dental orthodontics, dental installations, elderly teeth, dental rays, dental transplantation, adult teeth, teeth, Giza, pyramid gardens",Al -Ahram Gardens,Giza - Al -Ahram Gardens
6144,Ibrahim Adel Clinic,"Dental cosmetic, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
6145,"Apple Decal Clinic, Dr. Dina Abdel Salam","Adult teeth, children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial surgery and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, teeth, Giza, 6 October",October 6: The fourth neighboring neighborhood,Giza - 6 October
6146,"Apple Decal Clinic, Dr. Dina Abdel Salam","Adult teeth, children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial surgery and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, teeth, Giza, 6 October",October 6: The fourth neighboring neighborhood,Giza - 6 October
6147,Ahmed Al -Banna Clinic,"Dental, teeth, oriental, Zagazig","Zagazig: Wadi Al -Nile St., next to Jad Antar",Eastern - Zagazig
6148,Ahmed Al -Adl Clinic,"Children and newborns, Damietta, Damietta City",Damietta City: Inspection of Kafr Saad next to the holder of musk,Damietta - Damietta City
6149,Ahmed Jamal Hussein Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implants, adult teeth, teeth, Alexandria, Ibrahimia",Ibrahimia: The martyr Jawad Hosni,Alexandria - Ibrahimia
6150,Ahmed Shalaby clinic,"Extraordinary rheumatism, children's rheumatism, adult bones, adult physical therapy, rheumatism, Giza, pyramid",Al -Haram: Al -Labini Street intersection,Giza - the pyramid
6151,Ahmed Mohammed Jawhar Clinic,"Old heart, heart and blood vessels, lake, Damanhour",Damanhur: The land of Al -Miri behind the old Central,Lake - Damanhour
6152,Ahmed Mohammed Zaidan Clinic Clinic,"Old skin, cosmetic and lazer, genital diseases, male diseases, leather, Alexandria, birds","Asafra: 89 Street 45, Corner Street 19",Alexandria - Asafra
6153,Ahmed Mahmoud Abdel -Azim Clinic Clinic,"Male diseases, urinary tract surgery, urinary tract, urinary tract, urinary tract surgery, urinary tract, Eastern, Minya al -Qamh",Minya Al -Qamh: Al -Omda Street is branched from irrigation engineering next to the parking position,Eastern - Minya Al Qamh
6154,Ahmed Nabil Sharabi clinic,"Old eyes, children's eyes, lizards, vision and white water, network surgery and glass body, optical rehabilitation, eyes, lake, Damanhour",Damanhour: The land of Al -Miri is branched from Orabi Street,Lake - Damanhour
6155,"Arkan Specialized Clinic, Dr. Ahmed Abdel Baqi","General internal, adult heart, internal, Cairo, Maadi",Hostile,Cairo - Maadi
6156,Arkan Specialized Clinic Dr. Nevin Mohamed Fayed,"Children, newborn, slimming and feeding children, breastfeeding, children and newborns, Cairo, Dar Al Salam",Dar Al Salam,Cairo - Dar Al Salam
6157,Osama clinic Jaballah Dental,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: -Central axis,Giza - 6 October
6158,Dental clinic,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, Faisal","Faisal: The twentieth Street from the main Faisal Street, Tower Al -Hussein",Giza - Faisal
6159,"Our children's clinic, Dr. Awad Abu Al -Qasim","Children, newborns, sensitivity and children's immunity, breastfeeding, children and newborns, Cairo, Maadi",Maadi: The New Club Street,Cairo - Maadi
6160,"Cleanic oxygen clinic, Dr. Dalia Shaban","Extraordinary physical therapy, children's physical therapy, stadium injuries, slimming and adult feeding, slimming and feeding children, physiotherapy and stadium injuries, Cairo, Helwan","Helwan: 19, Riyad Street, Al -Isra Tower A, apartment No. 208, second round, in front of Al -Sharif for plastic and supermarkets of Ragab Awlad, Helwan.",Cairo - Helwan
6161,Dr. Ahmed Samir Clinic,"Older general surgery, belly surgery, general surgery, Cairo, Nasr City",Nasr City: Al -Azhar Street,Cairo - Nasr City
6162,Dr. Nermin's clinic,"Old skin, children's leather, cosmetic, lezer, leather, Alexandria, Glim",Glorious,Alexandria - Glim
6163,Dynamic clinic and urination disorders,"Urinary tract surgery, urinary tract surgery, urologist, Eastern, Zagazig",Al -Zagazig: Mansoura position stance in front of Hamdi Al -Sayed Al -Sayed Al -Hadramout Al -Halabi Hospital,Eastern - Zagazig
6164,Knee and Crusader Rabat clinic Dr. Ahmed Ghoneim,"Stadium and endoscopy injuries, bones, Cairo, Maadi",Maadi: Al -Shater 13 - Al -Nada Tower - Vodafone and Al -Maliki Building - Zahraa Al -Maadi - Second Role - Apartment 24,Cairo - Maadi
6165,"Knee and Cross Rabat Clinic, Dr. Ahmed Ghoneim","Old bones, stadium injuries and endoscopy, bones, Cairo, Manial",Al Manial: Abdel Aziz Al Saud Street,Cairo - Manial
6166,Safety Clinic for Chest Diseases,"Tuberculosis and an adult respiratory system, sensitivity and adult immunity, sensitivity and children's immunity, respiratory sensitivity, breast and respiratory system, chest and respiratory system, western, Mahalla Al -Kubra",Al -Mahalla Al -Kubra: Abu Radi - Mona Lisa Street - in front of the strange dairy (Al -Dawnasi Tower),Gharbia - Al -Mahalla Al -Kubra
6167,Al -Shazly clinic for blood and immunity,"General internal, sensitivity and adult immunity, blood diseases, Giza, Imbaba",Imbaba,Giza - Imbaba
6168,Al -Shazly Clinic for Eye and Ophthalmology,"Old eyes, eyes, Giza, Imbaba",Imbaba,Giza - Imbaba
6169,Al -Shazly Clinic Gynecology and Obstetrics,"Women and Gynecology diseases, women's tumors surgery, microscopic injection and infertility, women and generation, Giza, Imbaba",Imbaba,Giza - Imbaba
6170,"Al -Shazly clinic for nose surgery, permission and throat","An adult's nose and throat, nose, ear, and throat",Imbaba,Giza - Imbaba
6171,Glory Clinic for Beauty,"Old skin, cosmetic and lazer, leather, Alexandria, Glim",Glorious,Alexandria - Glim
6172,"Al -Ezz Beauty Clinic, Dr. Ezzat Badawi","Old skin, children's skin, cosmetic and laser, facial plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, leather, Alexandria, Miami",Miami: 27 Gamal Abdel Nasser St. - in front of Shahd Queen,Alexandria - Miami
6173,Clinic Clinic Clinic Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implants, adult teeth, teeth, Giza, Sheikh Zayed",Sheikh Zayed,Giza - Sheikh Zayed
6174,Al Ain Clinic Clinic,"Old eyes, lizards, vision and white water correction, children's eyes, network surgery and glass body, eyes, Giza, Giza Square",Giza Square: Giza Square,Giza - Giza Square
6175,Al Fouad Dental Clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, gum treatment, dental fixtures, dental, teeth, Alexandria, Cleopatra",Cleopatra: Tawfiq Al -Damanhouri,Alexandria - Cleopatra
6176,Alfa Care Clinic,"Extraordinary physical therapy, children's physical therapy, stadium injuries, physical therapy and stadium injuries, Cairo, Maadi",Hostile,Cairo - Maadi
6177,Alfa Care Clinic,"Extraordinary physical therapy, children's physical therapy, stadium injuries, physical therapy and stadium injuries, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
6178,Al -Fadil Clinic for Eye Surgery,"Old eyes, lizards and correction of vision and white water, children's eyes, eyes, Cairo, Maadi",Maadi: Eid Hamid,Cairo - Maadi
6179,"Turquoise Clinic for Oral and Dental Medicine, Dr. Mohamed Salem","Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Giza, 6 October",October 6: Al -Hosary Square -Khalaf Zamzam Mall and behind the Renaissance Cinema -Horoscopes on the religion -Burj G -the first floor -the highest café onon and the highest Resto restaurant and the highest Nablus star ........ Turquoise clinic for oral medicine and cosmetic dentistry,Giza - 6 October
6180,Specialized Kashi Clinic,"General, internal, interior, Cairo, Abdeen",Abdeen,Cairo - Abdin
6181,Elegance Beauty Clinic,"Facial plastic surgery, burn surgery, eye plastic surgery, hand surgery, nose surgery, obesity and slimming surgery, plastic surgery, Giza, pyramid",Pyramid,Giza - the pyramid
6182,Amjad Al -Sajini Clinic Sama Clinic,"Male diseases, adult skin, male and sterility, Giza, Sheikh Zayed","Sheikh Zayed: The Twelfth District-Sama Clinics-Mall Al-Moez behind the Canadian University, next to the Al-Aqdatal gardens-the second floor",Giza - Sheikh Zayed
6183,Amirlad Beauty Clinic,"Leather, Alexandria, Glim",Jilim: Abu Qir St.,Alexandria - Glim
6184,The clinic,"Old eyes, eyes, western, Kafr El -Zayat Center",Kafr Al -Zayat Center,Western - Kafr El -Zayat Center
6185,Angie Smile Clinic,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment",Sidi Jaber: Port Said St.,Alexandria - Sidi Jaber
6186,Anlatika Clinic for Medicine and Beauty,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental installations, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Heliopolis",Heliopolis: Hijaz,Cairo - Heliopolis
6187,Ortho Clinic Clinic,"Stadium and endoscopy injuries, bone distortions, foot and ankle bones, joint change, adult bones, hand and shoulder bones, children's bones, adult orthopedic surgery, pediatric orthopedic surgery, bones, western, Tanta",Tanta,Gharbia - Tanta
6188,IDD,"Old skin, children's skin, cosmetic and laser, genital diseases, facial plastic surgery, burn surgery, eye plastic surgery, hand surgery, nose surgery, leather, Alexandria, park",Al -Montazah: Sidi Kamal Street,Alexandria - the park
6189,IDD,"Adult feeding and feeding, slimming and feeding children, slimming and feeding, Alexandria, Al -Montazah",Al -Montazah: Sidi Kamal Street,Alexandria - the park
6190,The clinic of any Smile D. Klink,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, gum treatment, dental fixtures, teeth, teeth, Alexandria, Laurent",Laurent: 2018 Abdel Salam Aref Street.The intersection of Shaarawi Street and Tram - the first floor.,Alexandria - Laurent
6191,Eight Dentet Clinic Clinic,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Mokattam",Scaty,Cairo - Mokattam
6192,Ever White Clenk Clinic Clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, facial and jaws, gum treatment, dental fixtures, dental, dental cosmetic, teeth, Giza, 6 October",October 6: October 6 University Street,Giza - 6 October
6193,Clinic,"Adult feeding and feeding, slimming and feeding children, slimming and feeding, Alexandria, Mansheya",Mansheya: Hammam Al -Washsh Street,Alexandria - Mansheya
6194,"Pioneers dental clinic, Dr. Marwa Kishk","Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Giza, 6 October",October 6: The second neighborhood-Building 361 Central Axis (October October Build,Giza - 6 October
6195,"Badr Clinic for Dentistry, Dr. Mohamed Badr","Adult teeth, children's teeth, elderly teeth, filling and treatment of roots and nerve",Muharram Beck: 104 Muharram Bey Street - Al -Rusafa Square - in front of Sadko.,Alexandria - Muharram Beck
6196,"Badr Clinic for Dentistry, Dr. Mohamed Badr","Adult teeth, children's teeth, elderly teeth, filling and treatment of roots and nerve",Muharram Beck: 104 Muharram Bey Street - Al -Rusafa Square - in front of Sadko.,Alexandria - Muharram Beck
6197,Bad and Sol Clinic,"Children's orthopedic medicine, stadium injuries, adult oral medicine, orthopedic medicine, Cairo, Maadi",Hostile,Cairo - Maadi
6198,Bright Dent Clinic,"Adult teeth, children's teeth, elderly teeth, dental orthodontics, radical filling and treatment of nerves, dental cosmetic, dental implant, facial and jaws, gum treatment, dental fixtures, dental, teeth, Giza, Sheikh Zayed",Sheikh Zayed: Bright Dent Klink,Giza - Sheikh Zayed
6199,Bright Esttar Clinic d.Mohamed Adel Issa,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Giza, 6 October",October 6,Giza - 6 October
6200,Bright Smile December Dr. Khaled Sayed Amer,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, elderly teeth, dental rays, adult teeth, dental fixtures, dental orthodontics, teeth, Giza, Sheikh Zayed",Sheikh Zayed: Al -Moez Mall Building A (1) Role 2 behind the Canadian University directly,Giza - Sheikh Zayed
6201,Barakat Alvi Clinic,"Stadium and endoscopy injuries, bone distortions, foot and ankle bones, joint change, adult bones, orthopedic orthopedic, hand and shoulder bones, peripheral neurosurgery, children's bones, adult rheumatism, children's rheumatism, oral orthopedic surgery, pediatric bone surgery, adult column surgery, Bones, Dakahlia, Mansoura",Mansoura: Al -Mahatta Square,Dakahlia - Mansoura
6202,Pro Dentist Clinic Ahmed Shehata,"Adulty teeth, dental cosmetic, dental installations, filling and treatment of roots and nerves, elderly teeth, dental implants, facial surgery and jaw",Haram: Haram Street,Giza - the pyramid
6203,Pretty Laser Clinic Clinic,"Extraordinary dermatology, cosmetic and laser, plastic surgery, Cairo, Nasr City",Nasr City: Aviation,Cairo - Nasr City
6204,"Polident Clinic, Dr. Iman Saleh","Children's teeth, dental cosmetic, gum treatment, facial surgery and jaws, dental installations, elderly teeth, dental rays, dental implants, adult teeth, stuffing and treatment of roots and nerves, dental orthodontics, teeth, Giza, Sheikh Zayed",Sheikh Zayed: Beverly Hills Camond,Giza - Sheikh Zayed
6205,PT Health Clinic,"Older physical therapy, stadium injuries, slimming and adult feeding, physiotherapy and stadium injuries, Giza, 6 October",October 6: The Central Axis,Giza - 6 October
6206,Pyramida Dentet Clinic Clinic,"Children's teeth, dental cosmetic, elderly teeth, adult teeth, stuffing and treatment of roots and nerve",Pyramid,Giza - the pyramid
6207,Birla dental clinic,"Children's teeth, dental orthodontics, radical and nerve filling, dental cosmetic, dental implant, facial and jaws, gum treatment, dental fixtures, teeth, Giza, Dokki",Dokki: Mossadeq Street,Giza - Dokki
6208,Berley Clinic for Dental Medicine and Beauty,"Adult teeth, children's teeth, elderly teeth, dental orthodontics, stuffing and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Giza, pyramid gardens",Al -Ahram Gardens: 105 (in) - the first gate - the last Ahmed Badir Street from Gardenia Street,Giza - Al -Ahram Gardens
