hospital_name,specialties,address,city_area
Dr. Mina Safwat's clinic is fixed,"Gynecology and generation diseases, microscopic injection and sterility, women's tumors surgery, women and generation, Assiut, Assiut Center",Assiut Center: Muhammad Ali Makarem Street,Assiut - Assiut Center
Diamond Clinic clinic,"Facial plastic surgery, adult leather, plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose plastic surgery, leather, Alexandria, Smouha",Smouha: Victor Memamel Square,Alexandria - Smouha
Diamond Claire Clinic,"Dental cosmetic, radical and nerve filling and treatment",Gathering,Cairo - Assembly
Drama Art Clinic,"Cosmetics, Lisr, Children's Leather, Old Leather, Leather, Giza, Al -Ahram Gardens",Al -Ahram Gardens: The First Gate (Ag) - Corporation of Gardenia over the Al -Azabi Pharmacy - above the Alpha Laboratory,Giza - Al -Ahram Gardens
Dr. Ahmed Adel Clinic Clinic,"Children, children and newborns, Cairo, Obour City","Al -Obour City: The City of Obour, the first neighborhood, next to the Islamic Center, Ala, Nabhan for Curtains and New Boys clothes",Cairo - Obour City
Dr. Smile Clinic,"Adult teeth, elderly teeth, dental orthodontics, radical and nerve filling and treatment, tooth cosmetics, dental implants, facial surgery and jaws, gum treatment, dental fixtures, dental rays, teeth, Giza, engineers",Mohandessin: Basra Street,Giza - Engineers
Dr. Ahmed Ashraf Clinic,"Children, newborns, children and newborns, Qaliubiya, Benha Center",Benha Center: Bridge,Qaliubiya - Benha Center
Dr. Ahmed Khairi Clinic,"Adult blood vessels surgery, diabetes foot treatment, blood vessels surgery, Qaliubiya, Benha Center",Benha Center: Fayoumi,Qaliubiya - Benha Center
Dr. Ahmed Salah Muslim clinic,"Facial surgery, dental orthodontics, dental implant, teeth, Qaliubiya, Benha Center",Banha Center,Qaliubiya - Benha Center
Dr. Ahmed Mustafa Nawar clinic,"Women's tumor surgery, adult tumor surgery, breast tumor surgery, colon tumor surgery, liver tumor surgery, lung tumor surgery, orthopedic tumor surgery, pediatric tumor surgery, prostate tumor surgery, stomach tumors surgery, oncology surgery, Qaliubiya, Benha Center",Banha Center: Farid Nada,Qaliubiya - Benha Center
Dr. Osama Abu Amer clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Qaliubiya, Benha Center",Banha Center,Qaliubiya - Benha Center
Dr. Adel Al -Falah Clinic Clinic,"Male diseases, urinary tract surgery, urologist adults, urinary tract surgery, urinary tract, urologist, Qaliubiya, gathering",Assembly: Doctor St.Sprinkle from Akhenaten St.,Qaliubiya - Assembly
Dr. Abdullah Fathi Clinic Clinic,"Adult kidney, male diseases, urinary tract surgery, kids kidneys, urinary tract, urinary tract, urinary tract surgery, urinary tract, Qaliubiya, Benha Center",Banha Center,Qaliubiya - Benha Center
Dr. Alaa Naguib Clinic,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: The parallel central axis,Giza - 6 October
Dr. Alaa Naguib Clinic,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: The parallel central axis,Giza - 6 October
Dr. Amr Al -Dakhkhani Clinic Clinic,"Adult kidney, male diseases, urinary tract surgery, kids kidneys, urinary tract, urinary tract, urinary tract surgery, urinary tract, Qaliubiya, Benha Center",Banha Center,Qaliubiya - Benha Center
Dr. Faraj Sobhi Al -Jawhari Clinic,"Facial surgery, dental implant, teeth, Qaliubiya, Benha Center",Banha Center,Qaliubiya - Benha Center
Dr. Mohamed Hariri Clinic Clinic,"Bone distortions, ankle and ankle bones, joint change, adult bones, hand and shoulder bones, children's bones, adult oral surgery, bones, Qaliubiya, Benha Center",Banha Center: Farid Nada,Qaliubiya - Benha Center
Dr. Mohamed Jamil Ghoneim Clinic,"Adult a spine surgery, children's neurosurgery, adult neurosurgery, pillar surgery children, neurosurgery, Qaliubiya, Benha Center",Banha Center,Qaliubiya - Benha Center
Dr. Mustafa Shaban's Specialized Clinic,"General internal, sugar and endocrine glands, adult liver, adult kidneys, sensitivity and adult immunity, chest and adult respiratory system, adult rheumatism, internal, Alexandria, Miami",Miami: Gamal Abdel Nasser Street,Alexandria - Miami
Dr. Mustafa Shaban Specialized Clinic for General Surgery,"Older general surgery, breast tumor surgery, belly surgery, gastrointestinal surgery and adult endoscopes, injuries and accident surgery, colon tumor surgery, stomach tumors surgery, obesity and slimming surgery, general surgery, Alexandria, Miami",Miami: Gamal Abdel Nasser Street,Alexandria - Miami
Dent Hop clinic,"Dental fixtures, dental implants, dental cosmetic, stuffing and treatment of roots and nerves, facial surgery and jaws, children's teeth, gum treatment, dental calendar, elderly teeth, dental rays, adult teeth, teeth, Cairo, Maadi",Maadi: I want our home,Cairo - Maadi
Deana Star Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implants, adult teeth, teeth, Giza, Sheikh Zayed",Sheikh Zayed: - The Seventh neighborhood - the first neighboring - Al -Awfa Square,Giza - Sheikh Zayed
"Decal Art Clinic, Dr. Abeer Al -Koumi","Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Maadi",Maadi: Communications Authority Buildings,Cairo - Maadi
Decal Arts Clinic,"Adulty teeth, teeth of children, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, gum treatment, toothpicks, teeth, Giza, pyramid",Pyramid: Sahl Hamza Street,Giza - the pyramid
Decal Studio Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implants, adult teeth, teeth, Giza, Sheikh Zayed",Sheikh Zayed: -Kambond Zayed Kindergarten,Giza - Sheikh Zayed
Decal Planet Clinic,"Children's teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental implants, toothpicks, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
Decal Planet Clinic,"Children's teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental implants, toothpicks, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
Deca Spot Clinic,"Adult teeth, children's teeth, elderly teeth, dental orthodontics, radical filling and treatment of nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, Cairo, gathering",Assembly: northern ninety,Cairo - Assembly
Decal Studio Duaa Othman Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental transplantation, adult teeth, teeth, Cairo, sunrise",Sunrise: Panorama Mall,Cairo - Sunrise
Decal Home Clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Cairo, my city",Madinati: 211 Clinic - First Medical Center - Next to the City Authority - My City,Cairo - my city
"Diamond Derma Clinic, Dr. Hadeer Muhammad","Leather, Eastern, Zagazig",Zagazig: Food Security St.,Eastern - Zagazig
Digital Dentet Hop Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, rain",Matareya,Cairo - Al -Matareya
Derma Tutch Clinic,"Cosmetics, leather, leather, Cairo, Maadi",Hostile,Cairo - Maadi
Derma Liz D/Norah's enthusiasm,"Cosmetics, leather, leather, Cairo, Sheraton","Sheraton: 5 Omar Bin Al -Khattab Street, the fifth floor in front of Sheraton School over the Basha Market",Cairo - Sheraton
Derma Liz D/Norah's enthusiasm,"Cosmetics, leather, leather, Cairo, Sheraton","Sheraton: 5 Omar Bin Al -Khattab Street, the fifth floor in front of Sheraton School over the Basha Market",Cairo - Sheraton
Dermadent Clinic,"Adulty teeth, dental orthodontics, radical and nerve treatment, dental cosmetics, facial and jaws, toothpicks, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
Devin Pioti Clinic,"Cosmetics, Lisr, adult leather, plastic surgery, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Devin Pioti Clinic,"Adult's leather, cosmetic and laser, leather, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dental Tim Clinic Clinic,"Adult teeth, teeth of children, elderly teeth, orthodontic, filling and treatment of roots and nerves, tooth cosmetics, dental implants, gum treatment, dental fixtures, teeth, teeth, Giza, 6 October",October 6,Giza - 6 October
Dental Dreams clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, gum treatment, dental fixtures, dental, teeth, Alexandria, Sidi Jaber",Sidi Jaber,Alexandria - Sidi Jaber
Royal Smile dental clinic,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Giza, 6 October",October 6: 429 Central Axis- the first neighborhood- over Al-Manar Library and in front of the main university door- October 6,Giza - 6 October
Rey Clinic Rey Clinic for gynecology and obstetrics,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women and generation, Giza, engineers",Mohandessin: The League of Arab States Street,Giza - Engineers
Ry Shayib Klink Clinic for General Surgery,"Older general surgery, breast tumor surgery, belly surgery, endocrine surgery, gastrointestinal surgery and adults, gastrointestinal surgery and children's endoscopy, injuries and accident surgery, adult tumors surgery, brain tumor surgery, colon tumor surgery, liver tumor surgery, lung tumors surgery, Orthopedic Oncology surgery, Children's Oncology Surgery, Prostate Oncology Surgery, Stomach Oncology Surgery, Public Children's Surgery, Women's Oncology Surgery, Adult Surgery, Children's Devices and Congenital Disadvantages, Obesity and Ludgested Surgery, General Surgery, Giza, Engineers",Engineers,Giza - Engineers
Rederm Clinic / Dr. Haitham Hassan Al -Saadawi,"Old skin, children's skin, cosmetic and laser, genital diseases, male diseases, facial plastic surgery, burn surgery, hand surgery, leather, Alexandria, San Stefano","Saint Stefano: Mahmoud Najati Street,",Alexandria - Saint Stefano
Zoom Dentet clinic,"Dental transplantation, dental cosmetic, gum treatment, adult teeth, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
Zircon Clinic Clinic Clinic,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Zircon Clinic Clinic Clinic,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Saba Pasha Clinic for Dentistry,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, dental orthodontics, dental installations, elderly teeth, dental rays, adult teeth, teeth, Alexandria, Policley",Bolkley: Abdul Salam Aref,Alexandria - Bolkli
Sarah Makki clinic Sama Clinic,"Adult feeding and feeding, slimming and feeding, Giza, Sheikh Zayed","Sheikh Zayed: Sama clinics, Al -Moez Mall, District 12, behind the Canadian University, Sheikh Zayed",Giza - Sheikh Zayed
Salem Hamed Suleiman Clinic,"Digestive device and adult perspectives, general internal, adult liver, digestive and endoscopic device, Cairo, Maadi",Maadi: 154 Street from Freedom Square,Cairo - Maadi
Selim Inn Derm Clinic,"Old skin, facial plastic surgery, cosmetic and laser, burn surgery, nose plastic surgery, leather, Cairo, Maadi",Maadi: Al -Khamseen Street - Carrefour Al Maadi extension,Cairo - Maadi
Sama Clinic Clinic Clinic,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, gum treatment, dental fixtures, dental rays, teeth, Giza, Sheikh Zayed",Sheikh Zayed: Sama clinics - next to Al -Moez Mall - behind the Canadian University - in front of the Kindergarten compliments (2) - and jasmine compound,Giza - Sheikh Zayed
Samah Al -Maghawry clinic,"Extraordinary dermatology, cosmetic and lazer, children's skin, leather, western, Tanta",Tanta: The first happy with the evacuation of the building of Faisal Bank,Gharbia - Tanta
"Samah Salim clinic, Sama clinics","Tuberculosis and an adult respiratory device, chest and respiratory device, Giza, Sheikh Zayed",Sheikh Zayed: Sama clinics - next to Al -Moez Mall - behind the Canadian University - in front of the Kindergarten compliments (2) - and jasmine compound,Giza - Sheikh Zayed
Smart Dental Clinic Clinic Clinic,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implants, adult teeth, teeth, Giza, Dokki",Pillar,Giza - Dokki
Smart dental clinic,"Children's teeth, dental cosmetic, elderly teeth, dental transplantation, adult teeth, filling and treatment of roots and nerve",Ain Shams: The Suez Bridge - a thousand homes,Cairo - Ain Shams
Smile August clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, olives",Olive: Tomanbay,Cairo - Olives
Smile August dental clinic,"Dental cosmetic, radical and nerve filling and treatment, facial surgery and jaw",Mokattam: Salah al -Din al -Ayyubi,Cairo - Mokattam
Smile August Dentel Care Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental installations, elderly teeth, dental rays, dental implant, adult teeth, teeth, Alexandria, Victoria",Victoria: St. Al -Galaa,Alexandria - Victoria
"Smile Clinic, Dr. Mohamed Refaat","Dental cosmetic, dental installations, stuffing and treatment of roots and nerves, gum treatment, dental orthodontic, dental rays, dental implants, adult teeth, teeth, Cairo, Maadi",Maadi: Algeria Street,Cairo - Maadi
